Source Name,Office,Office Code,Raw Maker,Maker,Fuel Type,Jan,Feb,Mar,Apr,May,Jun,Total,Calculated Total,Total Variance,Total Check
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,0,1,0,1,4,0,6,6,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,2,0,1,1,12,2,18,18,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,0,0,0,0,6,0,6,6,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol CNG,0,4,0,3,0,0,7,7,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,30,20,12,16,87,10,175,175,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,0,0,0,0,1,0,1,1,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,OTHERS,OTHERS,Petrol CNG,0,0,4,0,0,0,4,4,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,0,0,0,0,1,0,1,1,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol CNG,0,0,0,0,3,1,4,4,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,STELLANTIS AUTOMOBILES INDIA PVT LTD,STELLANTIS,Petrol CNG,0,0,0,0,2,0,2,2,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,6,2,0,1,23,4,36,36,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,1,0,2,0,7,1,11,11,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,BMW INDIA PVT LTD,BMW,Petrol CNG,0,0,0,0,3,0,3,3,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,HONDA CARS INDIA LTD,HONDA CARS,Petrol CNG,1,0,0,0,0,0,1,1,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,7,4,4,18,122,48,203,203,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,JAGUAR LAND ROVER INDIA LIMITED,JAGUAR LAND ROVER,Petrol CNG,0,0,0,1,1,1,3,3,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Petrol CNG,0,0,0,2,7,1,10,10,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,0,0,0,14,115,22,151,151,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol CNG,1,4,0,3,0,0,8,8,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol CNG,0,0,0,3,25,8,36,36,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,238,189,200,196,368,120,1311,1311,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Petrol CNG,0,0,0,0,3,0,3,3,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,0,0,0,3,12,5,20,20,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,OTHERS,OTHERS,Petrol CNG,0,0,5,0,0,0,5,5,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,0,0,0,1,15,0,16,16,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol CNG,0,0,0,9,62,28,99,99,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,STELLANTIS AUTOMOBILES INDIA PVT LTD,STELLANTIS,Petrol CNG,0,0,0,1,4,0,5,5,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,TATA MOTORS LTD,TATA MOTORS,Petrol CNG,1,0,0,1,0,0,2,2,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,10,6,3,42,282,70,413,413,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,1,0,5,6,27,4,43,43,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,0,0,1,0,8,2,11,11,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,0,0,0,0,1,1,2,2,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,16,9,13,12,35,30,115,115,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,0,0,0,0,1,2,3,3,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,OTHERS,OTHERS,Petrol CNG,0,0,1,0,0,0,1,1,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,0,0,0,0,1,1,2,2,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol CNG,0,0,0,0,2,2,4,4,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,1,0,0,0,17,14,32,32,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,2,1,0,0,1,0,4,4,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,HONDA CARS INDIA LTD,HONDA CARS,Petrol CNG,0,0,1,0,0,0,1,1,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,2,1,2,7,21,9,42,42,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,0,0,0,2,9,3,14,14,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol CNG,0,1,1,1,0,0,3,3,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,54,35,40,50,67,28,274,274,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,0,0,0,0,4,0,4,4,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol CNG,0,0,0,0,3,0,3,3,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,STELLANTIS AUTOMOBILES INDIA PVT LTD,STELLANTIS,Petrol CNG,0,0,0,0,1,0,1,1,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,TATA MOTORS LTD,TATA MOTORS,Petrol CNG,0,0,1,0,0,0,1,1,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,1,0,0,3,19,11,34,34,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,1,0,0,3,5,3,12,12,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,0,0,0,4,12,4,20,20,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,0,0,0,1,5,2,8,8,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol CNG,0,5,0,1,0,0,6,6,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol CNG,0,0,0,0,0,1,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,17,14,3,14,67,24,139,139,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,0,0,0,0,1,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,OTHERS,OTHERS,Petrol CNG,0,0,3,0,0,0,3,3,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,0,0,0,0,1,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol CNG,0,0,0,0,1,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,STELLANTIS AUTOMOBILES INDIA PVT LTD,STELLANTIS,Petrol CNG,0,0,0,0,0,1,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,TATA MOTORS LTD,TATA MOTORS,Petrol CNG,1,1,0,2,0,0,4,4,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,6,3,0,3,26,4,42,42,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 ).xlsx,RTA NIRMAL,TG18,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,1,0,1,0,2,1,5,5,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,HONDA CARS INDIA LTD,HONDA CARS,Petrol CNG,1,0,0,0,0,0,1,1,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,1,0,1,5,9,3,19,19,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,0,0,0,6,14,1,21,21,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol CNG,0,12,0,0,0,0,12,12,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol CNG,0,0,0,1,0,0,1,1,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,25,29,18,26,104,21,223,223,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,OTHERS,OTHERS,Petrol CNG,0,0,3,0,0,0,3,3,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,0,0,0,1,2,1,4,4,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol CNG,0,0,0,1,3,1,5,5,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,TATA MOTORS LTD,TATA MOTORS,Petrol CNG,0,0,1,2,0,0,3,3,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,5,8,3,20,28,7,71,71,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,0,0,0,0,4,0,4,4,0,OK
RTA PEDDAPALLI - TG22( 27-FEB-2026 ).xlsx,RTA PEDDAPALLI,TG22,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,3,0,0,1,5,6,15,15,0,OK
RTA PEDDAPALLI - TG22( 27-FEB-2026 ).xlsx,RTA PEDDAPALLI,TG22,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,0,0,0,1,6,0,7,7,0,OK
RTA PEDDAPALLI - TG22( 27-FEB-2026 ).xlsx,RTA PEDDAPALLI,TG22,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol CNG,0,5,0,1,0,0,6,6,0,OK
RTA PEDDAPALLI - TG22( 27-FEB-2026 ).xlsx,RTA PEDDAPALLI,TG22,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,23,18,19,19,41,10,130,130,0,OK
RTA PEDDAPALLI - TG22( 27-FEB-2026 ).xlsx,RTA PEDDAPALLI,TG22,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,0,0,0,0,1,1,2,2,0,OK
RTA PEDDAPALLI - TG22( 27-FEB-2026 ).xlsx,RTA PEDDAPALLI,TG22,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol CNG,0,0,0,0,4,0,4,4,0,OK
RTA PEDDAPALLI - TG22( 27-FEB-2026 ).xlsx,RTA PEDDAPALLI,TG22,STELLANTIS AUTOMOBILES INDIA PVT LTD,STELLANTIS,Petrol CNG,0,0,0,0,4,1,5,5,0,OK
RTA PEDDAPALLI - TG22( 27-FEB-2026 ).xlsx,RTA PEDDAPALLI,TG22,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,0,0,1,3,13,6,23,23,0,OK
RTA PEDDAPALLI - TG22( 27-FEB-2026 ).xlsx,RTA PEDDAPALLI,TG22,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,0,0,0,0,4,1,5,5,0,OK
RTA RAJANNA - TG23( 27-FEB-2026 ).xlsx,RTA RAJANNA,TG23,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,0,0,0,1,9,1,11,11,0,OK
RTA RAJANNA - TG23( 27-FEB-2026 ).xlsx,RTA RAJANNA,TG23,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,0,0,0,1,5,0,6,6,0,OK
RTA RAJANNA - TG23( 27-FEB-2026 ).xlsx,RTA RAJANNA,TG23,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol CNG,0,1,0,0,0,0,1,1,0,OK
RTA RAJANNA - TG23( 27-FEB-2026 ).xlsx,RTA RAJANNA,TG23,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,18,13,7,32,32,15,117,117,0,OK
RTA RAJANNA - TG23( 27-FEB-2026 ).xlsx,RTA RAJANNA,TG23,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,0,0,0,0,1,0,1,1,0,OK
RTA RAJANNA - TG23( 27-FEB-2026 ).xlsx,RTA RAJANNA,TG23,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol CNG,0,0,0,0,2,0,2,2,0,OK
RTA RAJANNA - TG23( 27-FEB-2026 ).xlsx,RTA RAJANNA,TG23,STELLANTIS AUTOMOBILES INDIA PVT LTD,STELLANTIS,Petrol CNG,0,0,0,0,1,0,1,1,0,OK
RTA RAJANNA - TG23( 27-FEB-2026 ).xlsx,RTA RAJANNA,TG23,TATA MOTORS LTD,TATA MOTORS,Petrol CNG,0,0,1,0,0,0,1,1,0,OK
RTA RAJANNA - TG23( 27-FEB-2026 ).xlsx,RTA RAJANNA,TG23,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,0,2,0,19,14,3,38,38,0,OK
RTA RAJANNA - TG23( 27-FEB-2026 ).xlsx,RTA RAJANNA,TG23,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,3,0,0,5,3,1,12,12,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,BMW INDIA PVT LTD,BMW,Petrol CNG,0,0,0,2,18,3,23,23,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,HONDA CARS INDIA LTD,HONDA CARS,Petrol CNG,0,0,0,0,0,1,1,1,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,35,8,6,13,447,58,567,567,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,JAGUAR LAND ROVER INDIA LIMITED,JAGUAR LAND ROVER,Petrol CNG,0,0,0,0,1,2,3,3,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Petrol CNG,0,0,0,1,15,1,17,17,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,0,0,0,14,285,34,333,333,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol CNG,0,0,0,2,83,17,102,102,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,397,269,193,244,628,93,1824,1824,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Petrol CNG,0,0,0,0,9,3,12,12,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,0,0,0,0,19,3,22,22,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,OTHERS,OTHERS,Petrol CNG,0,0,3,0,0,0,3,3,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,PORSCHE AG GERMANY,PORSCHE,Petrol CNG,0,0,0,0,2,0,2,2,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,0,0,0,3,32,4,39,39,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol CNG,0,0,0,9,213,40,262,262,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,STELLANTIS AUTOMOBILES INDIA PVT LTD,STELLANTIS,Petrol CNG,0,0,0,0,10,1,11,11,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS LTD,TATA MOTORS,Petrol CNG,1,2,1,0,0,0,4,4,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,15,8,2,26,435,52,538,538,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,2,12,0,2,68,12,96,96,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,4,1,5,8,13,10,41,41,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,0,0,0,2,9,5,16,16,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol CNG,0,4,0,0,0,0,4,4,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,97,43,88,67,112,27,434,434,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,0,0,0,1,1,1,3,3,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,OTHERS,OTHERS,Petrol CNG,0,0,1,0,0,0,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,0,0,0,0,0,2,2,2,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol CNG,0,0,0,0,4,2,6,6,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,STELLANTIS AUTOMOBILES INDIA PVT LTD,STELLANTIS,Petrol CNG,0,0,0,0,1,1,2,2,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS LTD,TATA MOTORS,Petrol CNG,1,0,1,0,0,0,2,2,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,6,4,0,7,36,11,64,64,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,1,1,1,1,2,3,9,9,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,3,1,1,3,17,0,25,25,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,0,0,0,1,7,0,8,8,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol CNG,0,5,0,0,0,0,5,5,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol CNG,0,0,0,0,1,0,1,1,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,28,25,21,40,81,9,204,204,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,OTHERS,OTHERS,Petrol CNG,0,0,4,0,0,0,4,4,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol CNG,0,0,0,0,2,0,2,2,0,OK
