Source Name,Office,Office Code,Raw Maker,Maker,Fuel Type,Jan,Feb,Mar,Apr,May,Jun,Total,Calculated Total,Total Variance,Total Check
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,KINETIC MOTOR COMPANY LIMITED,KINETIC,Electric,0,3,0,4,0,0,7,7,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,MAHINDRA ELECTRIC AUTOMOBILE LTD,MAHINDRA ELECTRIC,Electric,0,0,0,3,6,4,13,13,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,MAHINDRA ELECTRIC MOBILITY LIMITED,MAHINDRA ELECTRIC,Electric,3,1,2,1,0,0,7,7,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Electric,0,0,0,1,8,0,9,9,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,OTHERS,OTHERS,Electric,0,1,5,0,0,0,6,6,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,TATA MOTORS LTD,TATA MOTORS,Electric,0,0,7,0,0,0,7,7,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,TATA PASSENGER ELECTRIC MOBILITY LTD,TATA PASSENGER ELECTRIC MOBILITY,Electric,8,4,0,1,14,4,31,31,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Electric,0,0,0,1,6,1,8,8,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,VINFAST AUTO INDIA PVT LTD,VINFAST,Electric,0,0,0,0,1,0,1,1,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,BYD INDIA PRIVATE LIMITED,BYD,Electric,0,0,0,0,1,0,1,1,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Electric,0,3,1,0,1,0,5,5,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Electric,13,4,0,1,3,0,21,21,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,KIA INDIA PRIVATE LIMITED,KIA,Electric,0,0,0,1,0,0,1,1,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,KINETIC MOTOR COMPANY LIMITED,KINETIC,Electric,0,4,0,8,0,0,12,12,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,MAHINDRA ELECTRIC AUTOMOBILE LTD,MAHINDRA ELECTRIC,Electric,0,0,0,1,8,4,13,13,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,MAHINDRA ELECTRIC MOBILITY LIMITED,MAHINDRA ELECTRIC,Electric,0,1,0,0,0,0,1,1,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Electric,0,0,0,0,3,2,5,5,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,OTHERS,OTHERS,Electric,0,0,4,0,0,0,4,4,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,TATA MOTORS LTD,TATA MOTORS,Electric,0,0,4,0,0,0,4,4,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,TATA PASSENGER ELECTRIC MOBILITY LTD,TATA PASSENGER ELECTRIC MOBILITY,Electric,4,4,2,4,8,1,23,23,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Electric,0,0,0,4,8,2,14,14,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,MAHINDRA ELECTRIC AUTOMOBILE LTD,MAHINDRA ELECTRIC,Electric,0,0,0,0,1,0,1,1,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,BYD AUTO,BYD,Electric,1,1,0,0,0,0,2,2,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,BYD INDIA PRIVATE LIMITED,BYD,Electric,0,0,1,0,0,1,2,2,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Electric,0,0,1,0,0,1,2,2,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Electric,4,1,0,1,2,2,10,10,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,KIA INDIA PRIVATE LIMITED,KIA,Electric,0,0,1,0,0,0,1,1,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,KINETIC MOTOR COMPANY LIMITED,KINETIC,Electric,0,1,0,4,0,0,5,5,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,MAHINDRA ELECTRIC AUTOMOBILE LTD,MAHINDRA ELECTRIC,Electric,0,0,0,2,8,3,13,13,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,MAHINDRA ELECTRIC MOBILITY LIMITED,MAHINDRA ELECTRIC,Electric,2,1,2,0,0,0,5,5,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Electric,1,0,0,0,0,0,1,1,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Electric,0,0,0,2,1,3,6,6,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,MERCEDES -BENZ AG,MERCEDES-BENZ,Electric,0,0,0,0,0,1,1,1,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,OTHERS,OTHERS,Electric,0,0,4,0,0,0,4,4,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,TATA MOTORS LTD,TATA MOTORS,Electric,0,0,2,0,0,0,2,2,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,TATA PASSENGER ELECTRIC MOBILITY LTD,TATA PASSENGER ELECTRIC MOBILITY,Electric,9,4,3,4,6,5,31,31,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Electric,0,0,0,0,1,0,1,1,0,OK
RTA MAHABUBABAD - TG26( 27-FEB-2026 ).xlsx,RTA MAHABUBABAD,TG26,BYD AUTO,BYD,Electric,0,0,1,0,0,0,1,1,0,OK
RTA MAHABUBABAD - TG26( 27-FEB-2026 ).xlsx,RTA MAHABUBABAD,TG26,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Electric,1,1,0,0,0,1,3,3,0,OK
RTA MAHABUBABAD - TG26( 27-FEB-2026 ).xlsx,RTA MAHABUBABAD,TG26,MAHINDRA ELECTRIC AUTOMOBILE LTD,MAHINDRA ELECTRIC,Electric,0,0,0,0,1,0,1,1,0,OK
RTA MAHABUBABAD - TG26( 27-FEB-2026 ).xlsx,RTA MAHABUBABAD,TG26,OTHERS,OTHERS,Electric,0,1,1,0,0,0,2,2,0,OK
RTA MAHABUBABAD - TG26( 27-FEB-2026 ).xlsx,RTA MAHABUBABAD,TG26,TATA PASSENGER ELECTRIC MOBILITY LTD,TATA PASSENGER ELECTRIC MOBILITY,Electric,3,0,0,1,4,1,9,9,0,OK
RTA MAHABUBABAD - TG26( 27-FEB-2026 ).xlsx,RTA MAHABUBABAD,TG26,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Electric,0,0,0,0,1,0,1,1,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Electric,0,0,0,0,2,1,3,3,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,MAHINDRA ELECTRIC AUTOMOBILE LTD,MAHINDRA ELECTRIC,Electric,0,0,0,1,2,1,4,4,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,MAHINDRA ELECTRIC MOBILITY LIMITED,MAHINDRA ELECTRIC,Electric,0,1,0,0,0,0,1,1,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Electric,0,0,0,0,0,1,1,1,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,OTHERS,OTHERS,Electric,0,0,2,0,0,0,2,2,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,TATA PASSENGER ELECTRIC MOBILITY LTD,TATA PASSENGER ELECTRIC MOBILITY,Electric,3,2,0,2,2,3,12,12,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Electric,0,0,0,0,2,0,2,2,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,BMW INDIA PVT LTD,BMW,Electric,0,0,0,0,1,0,1,1,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,BYD AUTO,BYD,Electric,0,1,0,0,0,0,1,1,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Electric,2,3,1,0,1,1,8,8,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,KIA INDIA PRIVATE LIMITED,KIA,Electric,1,0,0,0,0,0,1,1,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,KINETIC MOTOR COMPANY LIMITED,KINETIC,Electric,0,2,0,3,0,0,5,5,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,MAHINDRA ELECTRIC AUTOMOBILE LTD,MAHINDRA ELECTRIC,Electric,0,0,0,0,1,1,2,2,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,MAHINDRA ELECTRIC MOBILITY LIMITED,MAHINDRA ELECTRIC,Electric,1,0,0,0,0,0,1,1,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Electric,0,0,0,0,1,1,2,2,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,OTHERS,OTHERS,Electric,2,0,3,0,0,0,5,5,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,STELLANTIS AUTOMOBILES INDIA PVT LTD,STELLANTIS,Electric,0,0,2,0,0,0,2,2,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,TATA MOTORS LTD,TATA MOTORS,Electric,0,0,2,0,0,0,2,2,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,TATA PASSENGER ELECTRIC MOBILITY LTD,TATA PASSENGER ELECTRIC MOBILITY,Electric,4,1,1,0,6,0,12,12,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,BMW INDIA PVT LTD,BMW,Electric,1,3,2,1,4,3,14,14,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,BYD AUTO,BYD,Electric,2,7,1,1,0,0,11,11,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,BYD INDIA PRIVATE LIMITED,BYD,Electric,0,3,6,1,5,7,22,22,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,HONDA CARS INDIA LTD,HONDA CARS,Electric,0,0,0,0,1,0,1,1,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Electric,6,2,2,2,5,3,20,20,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Electric,77,46,9,11,91,46,280,280,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,KIA INDIA PRIVATE LIMITED,KIA,Electric,9,8,1,3,1,3,25,25,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,KINETIC MOTOR COMPANY LIMITED,KINETIC,Electric,6,52,0,82,0,0,140,140,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,MAHINDRA ELECTRIC AUTOMOBILE LTD,MAHINDRA ELECTRIC,Electric,0,0,0,6,86,48,140,140,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,MAHINDRA ELECTRIC MOBILITY LIMITED,MAHINDRA ELECTRIC,Electric,41,23,5,1,0,0,70,70,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Electric,8,3,9,4,6,2,32,32,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Electric,0,0,0,1,27,11,39,39,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,MERCEDES -BENZ AG,MERCEDES-BENZ,Electric,0,0,0,0,0,1,1,1,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Electric,0,1,0,0,0,0,1,1,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,OTHERS,OTHERS,Electric,0,0,91,0,0,0,91,91,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,STELLANTIS AUTOMOBILES INDIA PVT LTD,STELLANTIS,Electric,9,1,1,0,0,0,11,11,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,TATA MOTORS LTD,TATA MOTORS,Electric,3,0,49,0,0,0,52,52,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,TATA PASSENGER ELECTRIC MOBILITY LTD,TATA PASSENGER ELECTRIC MOBILITY,Electric,118,51,30,28,155,67,449,449,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Electric,0,0,0,5,22,27,54,54,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,VINFAST AUTO INDIA PVT LTD,VINFAST,Electric,0,0,0,1,5,5,11,11,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,BYD AUTO,BYD,Electric,0,1,0,0,0,0,1,1,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,BYD INDIA PRIVATE LIMITED,BYD,Electric,0,0,0,0,2,0,2,2,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Electric,0,1,0,0,3,1,5,5,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,KIA INDIA PRIVATE LIMITED,KIA,Electric,1,0,0,0,0,0,1,1,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,MAHINDRA ELECTRIC AUTOMOBILE LTD,MAHINDRA ELECTRIC,Electric,0,0,0,0,2,1,3,3,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,MAHINDRA ELECTRIC MOBILITY LIMITED,MAHINDRA ELECTRIC,Electric,2,0,0,1,0,0,3,3,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Electric,1,0,0,0,1,0,2,2,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,OTHERS,OTHERS,Electric,0,0,2,0,0,0,2,2,0,OK
RTA NAGARKURNOOL - TG31( 27-FEB-2026 ).xlsx,RTA NAGARKURNOOL,TG31,TATA PASSENGER ELECTRIC MOBILITY LTD,TATA PASSENGER ELECTRIC MOBILITY,Electric,3,1,1,2,2,4,13,13,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Electric,2,0,2,0,0,0,4,4,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,KINETIC MOTOR COMPANY LIMITED,KINETIC,Electric,0,5,0,4,0,0,9,9,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,MAHINDRA ELECTRIC AUTOMOBILE LTD,MAHINDRA ELECTRIC,Electric,0,0,0,1,5,2,8,8,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,MAHINDRA ELECTRIC MOBILITY LIMITED,MAHINDRA ELECTRIC,Electric,2,0,1,0,0,0,3,3,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Electric,0,0,0,0,2,0,2,2,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Electric,0,0,0,2,4,0,6,6,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,OTHERS,OTHERS,Electric,0,1,1,0,0,0,2,2,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,TATA MOTORS LTD,TATA MOTORS,Electric,0,0,2,0,0,0,2,2,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,TATA PASSENGER ELECTRIC MOBILITY LTD,TATA PASSENGER ELECTRIC MOBILITY,Electric,11,3,1,1,5,5,26,26,0,OK
RTA NALGONDA - TG5( 26-FEB-2026 ).xlsx,RTA NALGONDA,TG5,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Electric,0,0,0,0,2,0,2,2,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,ATHER ENERGY LTD,ATHER,Electric,0,0,0,4,2,1,7,7,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,BAJAJ AUTO LTD,BAJAJ,Electric,24,12,44,35,25,11,151,151,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,BAXY LTD,BAXY,Electric,0,0,1,0,0,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,GREAVES ELECTRIC MOBILITY LTD,GREAVES ELECTRIC,Electric,0,0,0,1,0,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Electric,0,0,1,0,2,0,3,3,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,KINETIC,Electric,0,1,0,0,0,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,KINETIC MOTOR COMPANY LIMITED,KINETIC,Electric,0,2,0,7,0,0,9,9,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,KLB KOMAKI PVT LTD,KOMAKI,Electric,1,0,0,0,0,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,MAHINDRA ELECTRIC MOBILITY LIMITED,MAHINDRA ELECTRIC,Electric,0,1,0,0,0,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Electric,0,0,0,0,1,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Electric,0,0,0,1,0,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,OLA ELECTRIC TECHNOLOGIES PVT LTD,OLA ELECTRIC,Electric,2,4,2,1,0,0,9,9,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,OMEGA SEIKI PVT LTD,OMEGA SEIKI,Electric,1,0,0,0,0,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,OTHERS,OTHERS,Electric,2,3,8,5,0,0,18,18,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,RIVER MOBILITY PVT LTD,RIVER,Electric,0,1,0,0,0,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,SIMPLEENERGY PVT LTD,SIMPLEENERGY,Electric,0,0,0,0,1,0,1,1,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,TATA PASSENGER ELECTRIC MOBILITY LTD,TATA PASSENGER ELECTRIC MOBILITY,Electric,5,0,0,0,13,0,18,18,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Electric,0,0,0,0,1,2,3,3,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,TVS MOTOR COMPANY LTD,TVS,Electric,20,29,31,40,20,6,146,146,0,OK
RTA NIRMAL - TG18( 26-FEB-2026 .xlsx,RTA NIRMAL - TG18( 26-FEB-2026,TG18,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,ULTRAVIOLETTE,Electric,0,0,0,0,0,1,1,1,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Electric,2,1,0,0,0,3,6,6,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,KINETIC MOTOR COMPANY LIMITED,KINETIC,Electric,0,4,0,3,0,0,7,7,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,MAHINDRA ELECTRIC AUTOMOBILE LTD,MAHINDRA ELECTRIC,Electric,0,0,0,0,1,0,1,1,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,MAHINDRA ELECTRIC MOBILITY LIMITED,MAHINDRA ELECTRIC,Electric,2,3,0,0,0,0,5,5,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Electric,1,2,0,0,0,1,4,4,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Electric,0,0,0,0,2,0,2,2,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,OTHERS,OTHERS,Electric,0,0,5,0,0,0,5,5,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,TATA MOTORS LTD,TATA MOTORS,Electric,0,0,10,0,0,0,10,10,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,TATA PASSENGER ELECTRIC MOBILITY LTD,TATA PASSENGER ELECTRIC MOBILITY,Electric,5,6,3,2,12,3,31,31,0,OK
RTA NIZAMABAD - TG16( 26-FEB-2026 ).xlsx,RTA NIZAMABAD,TG16,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Electric,0,0,0,0,3,0,3,3,0,OK
