Source Name,Office,Office Code,Raw Maker,Maker,Fuel Type,Month,Month No,Month Date,Registrations,Reported Total,Calculated Total,Total Variance,Total Check
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Mar,3,2026-03-01,15,191,191,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Apr,4,2026-04-01,7,191,191,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,KIA INDIA PRIVATE LIMITED,KIA,Diesel,May,5,2026-05-01,79,191,191,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Jun,6,2026-06-01,6,191,191,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Jan,1,2026-01-01,211,777,777,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Feb,2,2026-02-01,80,777,777,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Mar,3,2026-03-01,140,777,777,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Apr,4,2026-04-01,63,777,777,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,May,5,2026-05-01,244,777,777,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Jun,6,2026-06-01,39,777,777,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES -BENZ AG,MERCEDES-BENZ,Diesel,Jan,1,2026-01-01,0,2,2,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES -BENZ AG,MERCEDES-BENZ,Diesel,Feb,2,2026-02-01,0,2,2,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES -BENZ AG,MERCEDES-BENZ,Diesel,Mar,3,2026-03-01,0,2,2,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES -BENZ AG,MERCEDES-BENZ,Diesel,Apr,4,2026-04-01,0,2,2,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES -BENZ AG,MERCEDES-BENZ,Diesel,May,5,2026-05-01,2,2,2,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES -BENZ AG,MERCEDES-BENZ,Diesel,Jun,6,2026-06-01,0,2,2,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,Jan,1,2026-01-01,13,27,27,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,Feb,2,2026-02-01,6,27,27,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,Mar,3,2026-03-01,4,27,27,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,Apr,4,2026-04-01,1,27,27,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,May,5,2026-05-01,2,27,27,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,Jun,6,2026-06-01,1,27,27,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,Jan,1,2026-01-01,6,15,15,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,Feb,2,2026-02-01,1,15,15,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,Mar,3,2026-03-01,0,15,15,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,Apr,4,2026-04-01,0,15,15,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,May,5,2026-05-01,5,15,15,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,Jun,6,2026-06-01,3,15,15,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS LTD,TATA MOTORS,Diesel,Jan,1,2026-01-01,0,4,4,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS LTD,TATA MOTORS,Diesel,Feb,2,2026-02-01,3,4,4,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS LTD,TATA MOTORS,Diesel,Mar,3,2026-03-01,1,4,4,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS LTD,TATA MOTORS,Diesel,Apr,4,2026-04-01,0,4,4,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS LTD,TATA MOTORS,Diesel,May,5,2026-05-01,0,4,4,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS LTD,TATA MOTORS,Diesel,Jun,6,2026-06-01,0,4,4,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Jan,1,2026-01-01,104,402,402,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Feb,2,2026-02-01,72,402,402,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Mar,3,2026-03-01,69,402,402,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Apr,4,2026-04-01,28,402,402,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,May,5,2026-05-01,118,402,402,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Jun,6,2026-06-01,11,402,402,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,Jan,1,2026-01-01,52,172,172,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,Feb,2,2026-02-01,29,172,172,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,Mar,3,2026-03-01,35,172,172,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,Apr,4,2026-04-01,8,172,172,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,May,5,2026-05-01,39,172,172,0,OK
RTA RANGAREDDY - TG7( 26-FEB-2026 ).xlsx,RTA RANGAREDDY,TG7,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,Jun,6,2026-06-01,9,172,172,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,Jan,1,2026-01-01,1,9,9,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,Feb,2,2026-02-01,2,9,9,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,Mar,3,2026-03-01,2,9,9,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,Apr,4,2026-04-01,4,9,9,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,May,5,2026-05-01,0,9,9,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,Jun,6,2026-06-01,0,9,9,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,Jan,1,2026-01-01,12,40,40,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,Feb,2,2026-02-01,6,40,40,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,Mar,3,2026-03-01,10,40,40,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,Apr,4,2026-04-01,3,40,40,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,May,5,2026-05-01,8,40,40,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,Jun,6,2026-06-01,1,40,40,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Jan,1,2026-01-01,7,19,19,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Feb,2,2026-02-01,4,19,19,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Mar,3,2026-03-01,3,19,19,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Apr,4,2026-04-01,1,19,19,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,KIA INDIA PRIVATE LIMITED,KIA,Diesel,May,5,2026-05-01,2,19,19,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Jun,6,2026-06-01,2,19,19,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Jan,1,2026-01-01,18,60,60,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Feb,2,2026-02-01,12,60,60,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Mar,3,2026-03-01,12,60,60,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Apr,4,2026-04-01,9,60,60,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,May,5,2026-05-01,6,60,60,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Jun,6,2026-06-01,3,60,60,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,Jan,1,2026-01-01,1,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,Feb,2,2026-02-01,0,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,Mar,3,2026-03-01,0,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,Apr,4,2026-04-01,0,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,May,5,2026-05-01,0,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,STELLANTIS INDIA PVT LTD,STELLANTIS,Diesel,Jun,6,2026-06-01,0,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS LTD,TATA MOTORS,Diesel,Jan,1,2026-01-01,0,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS LTD,TATA MOTORS,Diesel,Feb,2,2026-02-01,0,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS LTD,TATA MOTORS,Diesel,Mar,3,2026-03-01,0,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS LTD,TATA MOTORS,Diesel,Apr,4,2026-04-01,1,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS LTD,TATA MOTORS,Diesel,May,5,2026-05-01,0,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS LTD,TATA MOTORS,Diesel,Jun,6,2026-06-01,0,1,1,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Jan,1,2026-01-01,7,28,28,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Feb,2,2026-02-01,3,28,28,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Mar,3,2026-03-01,6,28,28,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Apr,4,2026-04-01,7,28,28,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,May,5,2026-05-01,5,28,28,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Jun,6,2026-06-01,0,28,28,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,Jan,1,2026-01-01,3,23,23,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,Feb,2,2026-02-01,6,23,23,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,Mar,3,2026-03-01,8,23,23,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,Apr,4,2026-04-01,0,23,23,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,May,5,2026-05-01,3,23,23,0,OK
RTA SANGAREDDY - TG15( 27-FEB-2026 ).xlsx,RTA SANGAREDDY,TG15,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Diesel,Jun,6,2026-06-01,3,23,23,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,Jan,1,2026-01-01,1,6,6,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,Feb,2,2026-02-01,2,6,6,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,Mar,3,2026-03-01,3,6,6,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,Apr,4,2026-04-01,0,6,6,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,May,5,2026-05-01,0,6,6,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,FORCE MOTORS LIMITED,FORCE MOTORS,Diesel,Jun,6,2026-06-01,0,6,6,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,Jan,1,2026-01-01,8,37,37,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,Feb,2,2026-02-01,5,37,37,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,Mar,3,2026-03-01,8,37,37,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,Apr,4,2026-04-01,5,37,37,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,May,5,2026-05-01,11,37,37,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Diesel,Jun,6,2026-06-01,0,37,37,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Jan,1,2026-01-01,6,20,20,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Feb,2,2026-02-01,3,20,20,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Mar,3,2026-03-01,0,20,20,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Apr,4,2026-04-01,4,20,20,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,KIA INDIA PRIVATE LIMITED,KIA,Diesel,May,5,2026-05-01,7,20,20,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,KIA INDIA PRIVATE LIMITED,KIA,Diesel,Jun,6,2026-06-01,0,20,20,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Jan,1,2026-01-01,19,48,48,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Feb,2,2026-02-01,4,48,48,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Mar,3,2026-03-01,10,48,48,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Apr,4,2026-04-01,4,48,48,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,May,5,2026-05-01,9,48,48,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Diesel,Jun,6,2026-06-01,2,48,48,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,Jan,1,2026-01-01,1,1,1,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,Feb,2,2026-02-01,0,1,1,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,Mar,3,2026-03-01,0,1,1,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,Apr,4,2026-04-01,0,1,1,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,May,5,2026-05-01,0,1,1,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Diesel,Jun,6,2026-06-01,0,1,1,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Jan,1,2026-01-01,10,28,28,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Feb,2,2026-02-01,2,28,28,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Mar,3,2026-03-01,7,28,28,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,Apr,4,2026-04-01,3,28,28,0,OK
RTA SIDDIPET - TG36( 27-FEB-2026 ).xlsx,RTA SIDDIPET,TG36,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Diesel,May,5,2026-05-01,5,28,28,0,OK
