Source Name,Office,Office Code,Raw Maker,Maker,Fuel Type,Month,Month No,Month Date,Registrations,Reported Total,Calculated Total,Total Variance,Total Check
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,Feb,2,2026-02-01,13,245,245,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,Mar,3,2026-03-01,15,245,245,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,Apr,4,2026-04-01,51,245,245,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,May,5,2026-05-01,102,245,245,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,Jun,6,2026-06-01,29,245,245,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,Jan,1,2026-01-01,0,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,Feb,2,2026-02-01,0,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,Mar,3,2026-03-01,0,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,Apr,4,2026-04-01,1,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,May,5,2026-05-01,0,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,Jun,6,2026-06-01,1,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,Jan,1,2026-01-01,0,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,Feb,2,2026-02-01,0,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,Mar,3,2026-03-01,0,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,Apr,4,2026-04-01,0,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,May,5,2026-05-01,2,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,Jun,6,2026-06-01,0,2,2,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,Jan,1,2026-01-01,0,5,5,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,Feb,2,2026-02-01,0,5,5,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,Mar,3,2026-03-01,0,5,5,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,Apr,4,2026-04-01,0,5,5,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,May,5,2026-05-01,4,5,5,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,Jun,6,2026-06-01,1,5,5,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,Jan,1,2026-01-01,3,47,47,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,Feb,2,2026-02-01,3,47,47,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,Mar,3,2026-03-01,0,47,47,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,Apr,4,2026-04-01,8,47,47,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,May,5,2026-05-01,27,47,47,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,Jun,6,2026-06-01,6,47,47,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,Jan,1,2026-01-01,2,6,6,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,Feb,2,2026-02-01,0,6,6,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,Mar,3,2026-03-01,1,6,6,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,Apr,4,2026-04-01,3,6,6,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,May,5,2026-05-01,0,6,6,0,OK
RTA YADADRI - TG30( 27-FEB-2026 ).xlsx,RTA YADADRI,TG30,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol CNG,Jun,6,2026-06-01,0,6,6,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,BMW INDIA PVT LTD,BMW,Petrol CNG,Jan,1,2026-01-01,0,16,16,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,BMW INDIA PVT LTD,BMW,Petrol CNG,Feb,2,2026-02-01,0,16,16,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,BMW INDIA PVT LTD,BMW,Petrol CNG,Mar,3,2026-03-01,0,16,16,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,BMW INDIA PVT LTD,BMW,Petrol CNG,Apr,4,2026-04-01,3,16,16,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,BMW INDIA PVT LTD,BMW,Petrol CNG,May,5,2026-05-01,10,16,16,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,BMW INDIA PVT LTD,BMW,Petrol CNG,Jun,6,2026-06-01,3,16,16,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,Jan,1,2026-01-01,6,222,222,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,Feb,2,2026-02-01,0,222,222,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,Mar,3,2026-03-01,1,222,222,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,Apr,4,2026-04-01,54,222,222,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,May,5,2026-05-01,123,222,222,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol CNG,Jun,6,2026-06-01,38,222,222,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JAGUAR LAND ROVER INDIA LIMITED,JAGUAR LAND ROVER,Petrol CNG,Jan,1,2026-01-01,0,9,9,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JAGUAR LAND ROVER INDIA LIMITED,JAGUAR LAND ROVER,Petrol CNG,Feb,2,2026-02-01,0,9,9,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JAGUAR LAND ROVER INDIA LIMITED,JAGUAR LAND ROVER,Petrol CNG,Mar,3,2026-03-01,0,9,9,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JAGUAR LAND ROVER INDIA LIMITED,JAGUAR LAND ROVER,Petrol CNG,Apr,4,2026-04-01,2,9,9,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JAGUAR LAND ROVER INDIA LIMITED,JAGUAR LAND ROVER,Petrol CNG,May,5,2026-05-01,5,9,9,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JAGUAR LAND ROVER INDIA LIMITED,JAGUAR LAND ROVER,Petrol CNG,Jun,6,2026-06-01,2,9,9,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Petrol CNG,Jan,1,2026-01-01,0,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Petrol CNG,Feb,2,2026-02-01,0,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Petrol CNG,Mar,3,2026-03-01,0,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Petrol CNG,Apr,4,2026-04-01,0,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Petrol CNG,May,5,2026-05-01,5,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Petrol CNG,Jun,6,2026-06-01,0,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,Jan,1,2026-01-01,0,144,144,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,Feb,2,2026-02-01,1,144,144,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,Mar,3,2026-03-01,0,144,144,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,Apr,4,2026-04-01,36,144,144,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,May,5,2026-05-01,78,144,144,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,KIA INDIA PRIVATE LIMITED,KIA,Petrol CNG,Jun,6,2026-06-01,29,144,144,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol CNG,Jan,1,2026-01-01,0,27,27,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol CNG,Feb,2,2026-02-01,0,27,27,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol CNG,Mar,3,2026-03-01,0,27,27,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol CNG,Apr,4,2026-04-01,4,27,27,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol CNG,May,5,2026-05-01,17,27,27,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol CNG,Jun,6,2026-06-01,6,27,27,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,Jan,1,2026-01-01,109,743,743,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,Feb,2,2026-02-01,92,743,743,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,Mar,3,2026-03-01,85,743,743,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,Apr,4,2026-04-01,161,743,743,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,May,5,2026-05-01,209,743,743,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol CNG,Jun,6,2026-06-01,87,743,743,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES -BENZ AG,MERCEDES-BENZ,Petrol CNG,Jan,1,2026-01-01,0,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES -BENZ AG,MERCEDES-BENZ,Petrol CNG,Feb,2,2026-02-01,0,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES -BENZ AG,MERCEDES-BENZ,Petrol CNG,Mar,3,2026-03-01,0,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES -BENZ AG,MERCEDES-BENZ,Petrol CNG,Apr,4,2026-04-01,0,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES -BENZ AG,MERCEDES-BENZ,Petrol CNG,May,5,2026-05-01,1,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES -BENZ AG,MERCEDES-BENZ,Petrol CNG,Jun,6,2026-06-01,4,5,5,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Petrol CNG,Jan,1,2026-01-01,0,10,10,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Petrol CNG,Feb,2,2026-02-01,0,10,10,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Petrol CNG,Mar,3,2026-03-01,0,10,10,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Petrol CNG,Apr,4,2026-04-01,3,10,10,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Petrol CNG,May,5,2026-05-01,6,10,10,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,MERCEDES-BENZ INDIA PVT LTD,MERCEDES-BENZ,Petrol CNG,Jun,6,2026-06-01,1,10,10,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,Jan,1,2026-01-01,0,20,20,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,Feb,2,2026-02-01,0,20,20,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,Mar,3,2026-03-01,0,20,20,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,Apr,4,2026-04-01,6,20,20,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,May,5,2026-05-01,10,20,20,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol CNG,Jun,6,2026-06-01,4,20,20,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,PORSCHE AG GERMANY,PORSCHE,Petrol CNG,Jan,1,2026-01-01,0,1,1,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,PORSCHE AG GERMANY,PORSCHE,Petrol CNG,Feb,2,2026-02-01,0,1,1,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,PORSCHE AG GERMANY,PORSCHE,Petrol CNG,Mar,3,2026-03-01,0,1,1,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,PORSCHE AG GERMANY,PORSCHE,Petrol CNG,Apr,4,2026-04-01,1,1,1,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,PORSCHE AG GERMANY,PORSCHE,Petrol CNG,May,5,2026-05-01,0,1,1,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,PORSCHE AG GERMANY,PORSCHE,Petrol CNG,Jun,6,2026-06-01,0,1,1,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,Jan,1,2026-01-01,0,13,13,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,Feb,2,2026-02-01,0,13,13,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,Mar,3,2026-03-01,0,13,13,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,Apr,4,2026-04-01,2,13,13,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,May,5,2026-05-01,9,13,13,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,RENAULT INDIA PVT LTD,RENAULT,Petrol CNG,Jun,6,2026-06-01,2,13,13,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,Jan,1,2026-01-01,0,90,90,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,Feb,2,2026-02-01,0,90,90,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,Mar,3,2026-03-01,0,90,90,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,Apr,4,2026-04-01,19,90,90,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,May,5,2026-05-01,54,90,90,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA AUTO VOLKSWAGEN,Petrol CNG,Jun,6,2026-06-01,17,90,90,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,Jan,1,2026-01-01,5,157,157,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,Feb,2,2026-02-01,4,157,157,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,Mar,3,2026-03-01,0,157,157,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,Apr,4,2026-04-01,32,157,157,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,May,5,2026-05-01,93,157,157,0,OK
RTA-HYDERABAD-CZ - TG9( 26-FEB-2026 ).xlsx,RTA-HYDERABAD-CZ,TG9,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol CNG,Jun,6,2026-06-01,23,157,157,0,OK
